Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T15:00:00+05:00;8.16665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T17:00:00+05:00;7.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T19:00:00+05:00;6.166650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T21:00:00+05:00;5.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T23:00:00+05:00;3.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T01:00:00+05:00;6.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T03:00:00+05:00;7.333349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T05:00:00+05:00;4.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T07:00:00+05:00;4.16665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T09:00:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T11:00:00+05:00;5.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T13:00:00+05:00;4.3333
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T15:00:00+05:00;5.083349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T17:00:00+05:00;5.9167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T19:00:00+05:00;6.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T21:00:00+05:00;5.333349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-10T23:00:00+05:00;3.83335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T01:00:00+05:00;3.0833500000000003
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T03:00:00+05:00;6.083349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T05:00:00+05:00;2.8333
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T07:00:00+05:00;4.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T09:00:00+05:00;4.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T11:00:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T13:00:00+05:00;5.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T15:00:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T17:00:00+05:00;5.333349999999999
